Updated At,Bed Census,Available,Available Capacity,Total Staffed Bed Capacity
2020-06-25 13:18,"46,092","14,197",0.235482426,"60,289"
2020-06-25 14:18,"46,092","14,197",0.235482426,"60,289"
2020-06-25 15:18,"46,114","14,174",0.235104830,"60,288"
2020-06-25 16:18,"46,114","14,174",0.235104830,"60,288"
2020-06-25 17:18,"46,098","14,193",0.235408270,"60,291"
2020-06-25 18:18,"46,098","14,193",0.235408270,"60,291"
2020-06-25 19:18,"46,082","14,215",0.235749706,"60,297"
2020-06-25 20:18,"46,069","14,223",0.235901944,"60,292"
2020-06-25 21:18,"46,069","14,223",0.235901944,"60,292"
2020-06-25 22:18,"46,069","14,223",0.235901944,"60,292"
2020-06-25 23:18,"46,069","14,223",0.235901944,"60,292"
2020-06-26 00:18,"46,069","14,223",0.235901944,"60,292"
2020-06-26 02:18,"46,068","14,224",0.235918530,"60,292"
2020-06-26 03:18,"46,068","14,224",0.235918530,"60,292"
2020-06-26 04:18,"46,068","14,224",0.235918530,"60,292"
2020-06-26 05:18,"46,068","14,224",0.235918530,"60,292"
2020-06-26 06:18,"46,068","14,224",0.235918530,"60,292"
2020-06-26 07:18,"46,016","14,331",0.237476594,"60,347"
2020-06-26 08:18,"46,017","14,310",0.237207221,"60,327"
2020-06-26 09:18,"45,924","14,375",0.238395330,"60,299"
2020-06-26 10:18,"45,997","14,161",0.235396788,"60,158"
2020-06-26 11:18,"45,927","14,245",0.236738018,"60,172"
2020-06-26 12:18,"45,897","14,253",0.236957606,"60,150"
2020-06-26 13:18,"45,894","14,244",0.236855233,"60,138"
2020-06-26 14:18,"45,896","14,240",0.236796594,"60,136"
2020-06-26 15:18,"45,897","14,239",0.236779965,"60,136"
2020-06-26 16:18,"45,895","14,241",0.236813223,"60,136"
2020-06-26 17:18,"45,895","14,241",0.236813223,"60,136"
2020-06-26 18:18,"45,895","14,241",0.236813223,"60,136"
2020-06-26 19:18,"45,847","14,286",0.237573379,"60,133"
2020-06-26 20:18,"45,847","14,286",0.237573379,"60,133"
2020-06-26 21:18,"45,846","14,286",0.237577330,"60,132"
2020-06-26 22:18,"45,846","14,286",0.237577330,"60,132"
2020-06-26 23:18,"45,846","14,286",0.237577330,"60,132"
2020-06-27 00:18,"45,846","14,286",0.237577330,"60,132"
2020-06-27 02:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 03:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 04:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 05:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 06:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 07:18,"45,845","14,287",0.237593960,"60,132"
2020-06-27 08:18,"45,563","14,530",0.241791889,"60,093"
2020-06-27 09:18,"45,478","14,597",0.242979609,"60,075"
2020-06-27 10:18,"44,942","15,024",0.250541974,"59,966"
2020-06-27 11:18,"44,942","15,024",0.250541974,"59,966"
2020-06-27 12:18,"44,869","15,089",0.251659495,"59,958"
2020-06-27 13:18,"44,869","15,089",0.251659495,"59,958"
2020-06-27 14:18,"44,860","15,096",0.251784642,"59,956"
2020-06-27 15:18,"44,860","15,096",0.251784642,"59,956"
2020-06-27 16:18,"44,860","15,096",0.251784642,"59,956"
2020-06-27 17:18,"44,853","15,039",0.251101984,"59,892"
2020-06-27 18:18,"44,832","15,060",0.251452615,"59,892"
2020-06-27 19:18,"44,807","15,083",0.251845049,"59,890"
2020-06-27 20:18,"44,801","15,091",0.251970213,"59,892"
2020-06-27 21:18,"44,801","15,091",0.251970213,"59,892"
2020-06-27 22:18,"44,793","15,100",0.252116274,"59,893"
2020-06-27 23:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 00:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 01:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 02:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 03:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 04:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 05:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 06:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 07:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 08:18,"44,793","15,100",0.252116274,"59,893"
2020-06-28 09:18,"44,434","15,493",0.258531213,"59,927"
2020-06-28 10:18,"44,083","15,687",0.262456082,"59,770"
2020-06-28 11:18,"43,835","15,787",0.264784811,"59,622"
2020-06-28 12:18,"43,835","15,787",0.264784811,"59,622"
2020-06-28 13:18,"43,830","15,825",0.265275333,"59,655"
2020-06-28 14:18,"43,832","15,823",0.265241807,"59,655"
2020-06-28 15:18,"43,833","15,822",0.265225044,"59,655"
2020-06-28 16:18,"43,833","15,822",0.265225044,"59,655"
2020-06-28 17:18,"43,833","15,822",0.265225044,"59,655"
2020-06-28 18:18,"43,833","15,822",0.265225044,"59,655"
2020-06-28 19:18,"43,833","15,822",0.265225044,"59,655"
2020-06-28 20:18,"43,818","15,836",0.265464177,"59,654"
2020-06-28 21:18,"43,818","15,836",0.265464177,"59,654"
2020-06-28 22:18,"43,809","15,843",0.265590424,"59,652"
2020-06-28 23:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 00:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 01:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 02:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 03:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 04:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 05:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 06:18,"43,809","15,843",0.265590424,"59,652"
2020-06-29 07:18,"43,804","15,860",0.265821936,"59,664"
2020-06-29 08:18,"43,925","15,842",0.265062660,"59,767"
2020-06-29 09:18,"44,110","15,819",0.263962355,"59,929"
2020-06-29 10:18,"44,241","15,628",0.261036597,"59,869"
2020-06-29 11:18,"44,508","15,360",0.256564442,"59,868"
2020-06-29 12:18,"44,521","15,350",0.256384560,"59,871"
2020-06-29 13:18,"44,521","15,350",0.256384560,"59,871"
2020-06-29 14:18,"44,475","15,347",0.256544415,"59,822"
2020-06-29 15:18,"44,475","15,347",0.256544415,"59,822"
2020-06-29 16:18,"44,476","15,347",0.256540127,"59,823"
2020-06-29 17:18,"44,461","15,360",0.256766019,"59,821"
2020-06-29 18:18,"44,461","15,360",0.256766019,"59,821"
2020-06-29 19:18,"44,472","15,347",0.256557281,"59,819"
2020-06-29 20:18,"44,472","15,347",0.256557281,"59,819"
2020-06-29 21:18,"44,472","15,347",0.256557281,"59,819"
2020-06-29 22:18,"44,472","15,347",0.256557281,"59,819"
2020-06-29 23:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 00:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 02:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 03:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 04:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 05:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 06:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 07:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 08:18,"44,882","14,924",0.249540180,"59,806"
2020-06-30 09:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 10:18,"46,441","13,605",0.226576292,"60,046"
2020-06-30 11:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 12:18,"44,472","15,347",0.256557281,"59,819"
2020-06-30 13:18,"46,569","13,418",0.223681798,"59,987"
2020-06-30 14:18,"46,574","13,413",0.223598446,"59,987"
2020-06-30 15:18,"46,574","13,413",0.223598446,"59,987"
2020-06-30 16:18,"46,574","13,413",0.223598446,"59,987"
2020-06-30 17:18,"46,576","13,414",0.223603934,"59,990"
2020-06-30 18:18,"46,576","13,414",0.223603934,"59,990"
2020-06-30 19:18,"46,576","13,414",0.223603934,"59,990"
2020-06-30 20:18,"46,549","13,536",0.225280852,"60,085"
2020-06-30 21:18,"46,549","13,536",0.225280852,"60,085"
2020-06-30 22:18,"46,549","13,536",0.225280852,"60,085"
2020-06-30 23:18,"46,549","13,536",0.225280852,"60,085"
2020-07-01 00:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 02:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 03:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 04:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 05:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 06:18,"46,553","13,532",0.225214280,"60,085"
2020-07-01 07:18,"46,509","13,520",0.225224475,"60,029"
2020-07-01 08:18,"46,490","13,442",0.224287526,"59,932"
2020-07-01 09:18,"46,591","13,242",0.221315996,"59,833"
2020-07-01 10:18,"47,085","12,821",0.214018629,"59,906"
2020-07-01 11:18,"46,999","12,724",0.213050249,"59,723"
2020-07-01 12:18,"46,990","12,733",0.213200944,"59,723"
2020-07-01 13:18,"47,001","12,721",0.213003583,"59,722"
2020-07-01 14:18,"46,991","12,731",0.213171026,"59,722"
2020-07-01 15:18,"46,989","12,733",0.213204514,"59,722"
2020-07-01 16:18,"47,006","12,712",0.212867142,"59,718"
2020-07-01 17:18,"47,006","12,712",0.212867142,"59,718"
2020-07-01 18:18,"46,987","12,664",0.212301554,"59,651"
2020-07-01 19:18,"46,987","12,664",0.212301554,"59,651"
2020-07-01 20:18,"46,972","12,674",0.212487007,"59,646"
2020-07-01 21:18,"46,972","12,674",0.212487007,"59,646"
2020-07-01 22:18,"46,972","12,674",0.212487007,"59,646"
2020-07-01 23:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 00:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 02:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 03:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 04:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 05:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 06:18,"46,972","12,674",0.212487007,"59,646"
2020-07-02 07:18,"46,995","12,655",0.212154233,"59,650"
2020-07-02 08:18,"46,995","12,657",0.212180648,"59,652"
2020-07-02 09:18,"46,862","12,255",0.207300776,"59,117"
2020-07-02 10:18,"46,932","12,043",0.204205172,"58,975"
2020-07-02 11:18,"46,996","12,036",0.203889416,"59,032"
2020-07-02 12:18,"47,001","12,051",0.204074375,"59,052"
2020-07-02 13:18,"47,002","12,049",0.204043962,"59,051"
2020-07-02 14:18,"47,013","12,029",0.203736323,"59,042"
2020-07-02 15:18,"47,014","12,028",0.203719386,"59,042"
2020-07-02 16:18,"47,029","12,035",0.203762021,"59,064"
2020-07-02 17:18,"47,029","12,035",0.203762021,"59,064"
2020-07-02 18:18,"47,010","12,048",0.204002845,"59,058"
2020-07-02 19:18,"46,996","12,048",0.204051216,"59,044"
2020-07-02 20:18,"46,974","12,067",0.204383395,"59,041"
2020-07-02 21:18,"47,010","12,048",0.204002845,"59,058"
2020-07-02 22:18,"47,010","12,048",0.204002845,"59,058"
2020-07-02 23:18,"46,974","12,067",0.204383395,"59,041"
2020-07-03 00:18,"46,974","12,067",0.204383395,"59,041"
2020-07-03 02:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 03:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 04:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 05:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 06:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 07:18,"46,975","12,066",0.204366457,"59,041"
2020-07-03 08:18,"47,126","12,521",0.209918353,"59,647"
2020-07-03 09:18,"46,960","12,690",0.212740989,"59,650"
2020-07-03 10:18,"46,154","13,339",0.224211252,"59,493"
2020-07-03 11:18,"46,189","13,368",0.224457243,"59,557"
2020-07-03 12:18,"46,189","13,347",0.224183687,"59,536"
2020-07-03 13:18,"46,189","13,347",0.224183687,"59,536"
2020-07-03 14:18,"46,353","13,360",0.223736875,"59,713"
2020-07-03 15:18,"46,353","13,360",0.223736875,"59,713"
2020-07-03 16:18,"46,353","13,360",0.223736875,"59,713"
2020-07-03 17:18,"46,353","13,360",0.223736875,"59,713"
2020-07-03 18:18,"46,353","13,360",0.223736875,"59,713"
2020-07-03 19:18,"46,318","13,373",0.224037125,"59,691"
2020-07-03 20:18,"46,318","13,373",0.224037125,"59,691"
2020-07-03 21:18,"46,285","13,416",0.224719854,"59,701"
2020-07-03 22:18,"46,285","13,416",0.224719854,"59,701"
2020-07-03 23:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 00:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 02:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 03:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 04:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 05:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 06:18,"46,285","13,416",0.224719854,"59,701"
2020-07-04 07:18,"46,148","13,612",0.227777778,"59,760"
2020-07-04 08:18,"45,998","13,679",0.229217286,"59,677"
2020-07-04 09:18,"45,007","14,052",0.237931560,"59,059"
2020-07-04 10:18,"44,444","14,590",0.247145713,"59,034"
2020-07-04 11:18,"44,070","14,850",0.252036660,"58,920"
2020-07-04 12:18,"44,059","14,852",0.252109114,"58,911"
2020-07-04 13:18,"43,989","14,921",0.253284672,"58,910"
2020-07-04 14:18,"43,988","14,922",0.253301647,"58,910"
2020-07-04 15:18,"43,979","14,932",0.253467094,"58,911"
2020-07-04 16:18,"43,979","14,932",0.253467094,"58,911"
2020-07-04 17:18,"43,979","14,932",0.253467094,"58,911"
2020-07-04 18:18,"43,969","14,941",0.253624172,"58,910"
2020-07-04 19:18,"43,968","14,945",0.253679154,"58,913"
2020-07-04 20:18,"43,968","14,945",0.253679154,"58,913"
2020-07-04 21:18,"43,968","14,945",0.253679154,"58,913"
2020-07-04 22:18,"43,968","14,945",0.253679154,"58,913"
2020-07-04 23:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 00:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 01:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 02:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 03:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 04:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 05:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 06:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 07:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 08:18,"43,968","14,945",0.253679154,"58,913"
2020-07-05 09:18,"43,888","14,986",0.254543602,"58,874"
2020-07-05 10:18,"43,662","15,114",0.257145774,"58,776"
2020-07-05 11:18,"43,462","15,199",0.259098890,"58,661"
2020-07-05 12:18,"43,385","15,282",0.260487156,"58,667"
2020-07-05 13:18,"43,382","15,284",0.260525688,"58,666"
2020-07-05 14:18,"43,383","15,283",0.260508642,"58,666"
2020-07-05 15:18,"43,383","15,283",0.260508642,"58,666"
2020-07-05 16:18,"43,383","15,283",0.260508642,"58,666"
2020-07-05 17:18,"43,390","15,275",0.260376715,"58,665"
2020-07-05 17:20,"43,390","15,275",0.260376715,"58,665"
2020-07-05 18:18,"43,390","15,275",0.260376715,"58,665"
2020-07-05 19:18,"43,377","15,286",0.260573104,"58,663"
2020-07-05 20:18,"43,388","15,286",0.260524253,"58,674"
2020-07-05 21:18,"43,382","15,291",0.260613911,"58,673"
2020-07-05 22:18,"43,382","15,291",0.260613911,"58,673"
2020-07-05 23:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 00:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 01:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 02:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 03:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 04:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 05:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 06:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 07:18,"43,382","15,291",0.260613911,"58,673"
2020-07-06 08:18,"43,541","15,253",0.259431234,"58,794"
2020-07-06 09:18,"43,954","15,065",0.255256782,"59,019"
2020-07-06 10:18,"44,703","14,591",0.246078861,"59,294"
2020-07-06 11:18,"44,826","14,334",0.242292089,"59,160"
2020-07-06 12:18,"44,845","14,332",0.242188688,"59,177"
2020-07-06 13:18,"44,855","14,322",0.242019704,"59,177"
2020-07-06 14:18,"44,869","14,308",0.241783125,"59,177"
2020-07-06 15:18,"44,869","14,308",0.241783125,"59,177"
2020-07-06 15:20,"44,869","14,308",0.241783125,"59,177"
2020-07-06 15:22,"44,869","14,308",0.241783125,"59,177"
2020-07-06 16:18,"44,869","14,308",0.241783125,"59,177"
2020-07-06 17:18,"44,869","14,308",0.241783125,"59,177"
2020-07-06 17:29,"44,869","14,308",0.241783125,"59,177"
2020-07-06 18:18,"44,885","14,318",0.241845852,"59,203"
2020-07-06 19:18,"44,885","14,318",0.241845852,"59,203"
2020-07-06 20:18,"44,884","14,325",0.241939570,"59,209"
2020-07-06 21:18,"44,884","14,325",0.241939570,"59,209"
2020-07-06 22:18,"44,884","14,325",0.241939570,"59,209"
2020-07-06 23:18,"44,884","14,325",0.241939570,"59,209"
2020-07-07 00:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 02:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 03:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 04:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 05:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 06:18,"44,885","14,324",0.241922681,"59,209"
2020-07-07 07:18,"44,937","14,271",0.241031617,"59,208"
2020-07-07 08:18,"44,954","14,214",0.240231206,"59,168"
2020-07-07 09:18,"45,234","13,983",0.236131516,"59,217"
2020-07-07 10:18,"46,683","12,492",0.211102662,"59,175"
2020-07-07 11:20,"46,949","12,261",0.207076507,"59,210"
2020-07-07 11:22,"46,949","12,261",0.207076507,"59,210"
2020-07-07 12:18,"46,943","12,256",0.207030524,"59,199"
2020-07-07 13:18,"46,942","12,257",0.207047416,"59,199"
2020-07-07 16:18,"46,942","12,257",0.207047416,"59,199"
2020-07-07 17:18,"46,964","12,155",0.205602260,"59,119"
2020-07-07 18:18,"46,963","12,156",0.205619175,"59,119"
2020-07-07 19:18,"46,963","12,156",0.205619175,"59,119"
2020-07-07 20:18,"46,965","12,158",0.205639091,"59,123"
2020-07-07 21:18,"46,947","12,156",0.205674839,"59,103"
2020-07-07 22:18,"46,950","12,151",0.205597198,"59,101"
2020-07-07 22:22,"46,950","12,151",0.205597198,"59,101"
2020-07-07 23:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 00:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 02:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 03:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 04:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 05:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 06:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 07:18,"46,950","12,151",0.205597198,"59,101"
2020-07-08 08:18,"46,917","12,141",0.205577568,"59,058"
2020-07-08 09:18,"47,061","12,154",0.205252048,"59,215"
2020-07-08 10:18,"47,175","11,908",0.201546976,"59,083"
2020-07-08 11:18,"47,498","11,972",0.201311586,"59,470"
2020-07-08 12:19,"47,770","11,940",0.199966505,"59,710"
2020-07-08 13:18,"47,793","11,976",0.200371430,"59,769"
2020-07-08 14:18,"47,789","11,988",0.200545360,"59,777"
2020-07-08 15:18,"47,790","11,987",0.200528631,"59,777"
2020-07-08 16:18,"47,790","11,987",0.200528631,"59,777"
2020-07-08 17:18,"47,773","12,002",0.200786282,"59,775"
2020-07-08 18:18,"47,775","12,002",0.200779564,"59,777"
2020-07-08 19:18,"47,779","12,043",0.201313898,"59,822"
2020-07-08 20:18,"47,779","12,043",0.201313898,"59,822"
2020-07-08 21:18,"47,762","12,060",0.201598074,"59,822"
2020-07-08 22:18,"47,762","12,060",0.201598074,"59,822"
2020-07-08 23:18,"47,756","12,068",0.201725060,"59,824"
2020-07-09 00:18,"47,756","12,068",0.201725060,"59,824"
2020-07-09 02:18,"47,757","12,067",0.201708344,"59,824"
2020-07-09 03:18,"47,757","12,067",0.201708344,"59,824"
2020-07-09 04:18,"47,757","12,067",0.201708344,"59,824"
2020-07-09 05:18,"47,757","12,067",0.201708344,"59,824"
2020-07-09 06:18,"47,757","12,067",0.201708344,"59,824"
2020-07-09 07:18,"47,766","12,068",0.201691346,"59,834"
2020-07-09 08:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 09:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 10:18,"48,043","11,830",0.197584888,"59,873"
2020-07-09 11:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 12:18,"48,108","11,727",0.195988970,"59,835"
2020-07-09 13:18,"48,135","11,794",0.196799546,"59,929"
2020-07-09 14:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 15:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 16:18,"48,118","11,792",0.196828576,"59,910"
2020-07-09 17:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 18:18,"47,744","12,114",0.202378964,"59,858"
2020-07-09 19:18,"48,100","11,803",0.197035207,"59,903"
2020-07-09 20:18,"48,090","11,813",0.197202143,"59,903"
2020-07-09 21:18,"48,076","11,825",0.197409058,"59,901"
2020-07-09 22:18,"48,076","11,825",0.197409058,"59,901"
2020-07-09 23:18,"48,071","11,825",0.197425538,"59,896"
2020-07-10 00:18,"48,073","11,823",0.197392146,"59,896"
2020-07-10 02:18,"48,073","11,823",0.197392146,"59,896"
2020-07-10 03:18,"48,073","11,823",0.197392146,"59,896"
2020-07-10 04:18,"48,073","11,823",0.197392146,"59,896"
2020-07-10 05:18,"48,073","11,823",0.197392146,"59,896"
2020-07-10 06:18,"48,033","11,748",0.196517288,"59,781"
2020-07-10 07:18,"48,048","11,744",0.196414236,"59,792"
2020-07-10 08:18,"47,990","11,851",0.198041477,"59,841"
2020-07-10 09:18,"47,884","11,989",0.200240509,"59,873"
2020-07-10 10:18,"47,564","12,052",0.202160494,"59,616"
2020-07-10 11:18,"47,627","11,949",0.200567343,"59,576"
2020-07-10 12:18,"47,647","11,805",0.198563547,"59,452"
2020-07-10 13:18,"47,647","11,805",0.198563547,"59,452"
2020-07-10 14:18,"47,663","11,795",0.198375324,"59,458"
2020-07-10 15:18,"47,663","11,795",0.198375324,"59,458"
2020-07-10 15:50,"47,663","11,795",0.198375324,"59,458"
2020-07-10 15:52,"47,663","11,795",0.198375324,"59,458"
2020-07-10 15:55,"47,663","11,795",0.198375324,"59,458"
2020-07-10 16:18,"47,663","11,782",0.198200017,"59,445"
2020-07-10 17:18,"47,663","11,782",0.198200017,"59,445"
2020-07-10 18:18,"47,650","11,795",0.198418706,"59,445"
2020-07-10 19:18,"47,649","11,792",0.198381588,"59,441"
2020-07-10 20:18,"47,649","11,792",0.198381588,"59,441"
2020-07-10 21:18,"47,649","11,792",0.198381588,"59,441"
2020-07-10 22:18,"47,649","11,792",0.198381588,"59,441"
2020-07-10 23:18,"47,649","11,792",0.198381588,"59,441"
2020-07-11 00:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 02:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 03:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 04:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 05:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 06:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 07:18,"47,648","11,793",0.198398412,"59,441"
2020-07-11 08:18,"47,500","12,083",0.202792743,"59,583"
2020-07-11 09:18,"47,209","12,155",0.204753723,"59,364"
2020-07-11 10:18,"46,911","13,026",0.217328195,"59,937"
2020-07-11 11:18,"46,804","13,058",0.218135044,"59,862"
2020-07-11 12:18,"46,808","13,054",0.218068224,"59,862"
2020-07-11 13:18,"46,792","13,070",0.218335505,"59,862"
2020-07-11 14:18,"46,795","13,064",0.218246212,"59,859"
2020-07-11 15:18,"46,802","13,050",0.218037827,"59,852"
2020-07-11 16:18,"46,802","13,050",0.218037827,"59,852"
2020-07-11 17:18,"46,802","13,050",0.218037827,"59,852"
2020-07-11 18:18,"46,803","13,049",0.218021119,"59,852"
2020-07-11 19:18,"46,803","13,049",0.218021119,"59,852"
2020-07-11 20:18,"46,807","13,046",0.217967353,"59,853"
2020-07-11 21:18,"46,807","13,046",0.217967353,"59,853"
2020-07-11 22:18,"46,800","13,049",0.218032047,"59,849"
2020-07-11 23:18,"46,800","13,049",0.218032047,"59,849"
2020-07-12 00:18,"46,801","13,048",0.218015339,"59,849"
2020-07-12 01:20,"46,801","13,048",0.218015339,"59,849"
2020-07-12 02:18,"46,801","13,048",0.218015339,"59,849"
2020-07-12 03:18,"46,801","13,048",0.218015339,"59,849"
2020-07-12 03:20,"46,801","13,048",0.218015339,"59,849"
2020-07-12 04:18,"46,801","13,048",0.218015339,"59,849"
2020-07-12 05:18,"46,801","13,048",0.218015339,"59,849"
2020-07-12 06:18,"46,798","13,051",0.218065465,"59,849"
2020-07-12 07:18,"46,785","13,062",0.218256554,"59,847"
2020-07-12 08:18,"46,771","13,144",0.219377451,"59,915"
2020-07-12 09:18,"46,575","13,190",0.220697733,"59,765"
2020-07-12 10:18,"45,897","13,763",0.230690580,"59,660"
2020-07-12 11:18,"45,698","14,109",0.235908840,"59,807"
2020-07-12 12:18,"45,691","14,106",0.235898122,"59,797"
2020-07-12 13:18,"45,685","14,111",0.235985685,"59,796"
2020-07-12 14:18,"45,695","14,101",0.235818449,"59,796"
2020-07-12 15:18,"45,696","14,100",0.235801726,"59,796"
2020-07-12 16:18,"45,696","14,100",0.235801726,"59,796"
2020-07-12 17:18,"45,696","14,100",0.235801726,"59,796"
2020-07-12 18:18,"45,696","14,100",0.235801726,"59,796"
2020-07-12 19:18,"45,683","14,113",0.236019132,"59,796"
2020-07-12 20:18,"45,683","14,113",0.236019132,"59,796"
2020-07-12 21:18,"45,677","14,117",0.236093922,"59,794"
2020-07-12 22:18,"45,677","14,117",0.236093922,"59,794"
2020-07-12 23:18,"45,677","14,117",0.236093922,"59,794"
